transaction_id,transaction_date,procedure_type,registration_type,area_name,property_type,rooms,size_sqft,price_per_sqft_aed,transaction_value_aed,developer_name
TX1027216,2026-02-24,Sale,Existing Property,Jumeirah Village Circle,Apartment,1.0,854.6,1327.9,1134822.0,
TX1027217,2026-02-24,Sale,Off-Plan Property,Downtown Dubai,Apartment,1.0,493.9,2242.1,1107298.0,Meraas
TX1027218,2026-02-24,Mortgage,Existing Property,Dubai Silicon Oasis,Apartment,2.0,1533.2,1158.7,1776541.0,
TX1027219,2026-02-24,Sale,Off-Plan Property,Deira,Land,,9703.8,840.6,8157341.0,Azizi Developments
TX1027220,2026-02-24,Sale,Off-Plan Property,Jumeirah Village Circle,Townhouse,1.0,4124.0,923.8,3809749.0,Meraas
TX1027221,2026-02-24,Mortgage,Off-Plan Property,Dubai Silicon Oasis,Office,,2877.9,946.8,2724675.0,Azizi Developments
TX1027222,2026-02-24,Sale,Existing Property,Mirdif,Villa,1.0,8664.6,1001.1,8674058.0,
TX1027223,2026-02-24,Sale,Existing Property,Jumeirah Village Circle,Apartment,2.0,1057.1,1203.2,1271922.0,
TX1027224,2026-02-24,Mortgage,Off-Plan Property,Business Bay,Apartment,2.0,1357.9,1278.3,1735806.0,Damac Properties
TX1027225,2026-02-24,Sale,Existing Property,Arabian Ranches,Apartment,1.0,860.0,1552.5,1335096.0,
TX1027226,2026-02-24,Mortgage,Existing Property,Al Barsha,Apartment,1.0,1718.8,1268.1,2179637.0,
TX1027227,2026-02-24,Sale,Existing Property,Deira,Office,,3796.0,1058.2,4016866.0,
TX1027228,2026-02-24,Mortgage,Existing Property,DIFC,Apartment,5.0,1383.7,4021.2,5564135.0,
TX1027229,2026-02-24,Sale,Existing Property,DIFC,Apartment,1.0,1360.2,2897.6,3941309.0,
TX1027230,2026-02-24,Sale,Off-Plan Property,Arabian Ranches,Apartment,4.0,1569.2,1523.0,2389789.0,Emaar Properties
TX1027231,2026-02-24,Mortgage,Existing Property,Palm Jumeirah,Apartment,2.0,2087.3,3640.7,7599261.0,
TX1027232,2026-02-24,Sale,Existing Property,Al Barsha,Villa,1.0,5011.5,1184.1,5934209.0,
TX1027233,2026-02-24,Sale,Off-Plan Property,Dubai Marina,Apartment,5.0,999.2,1940.6,1938912.0,Emaar Properties
TX1027234,2026-02-24,Mortgage,Existing Property,Al Barsha,Apartment,4.0,1018.3,1356.3,1381040.0,
TX1027235,2026-02-24,Mortgage,Off-Plan Property,DIFC,Apartment,2.0,1345.5,3048.7,4101855.0,Ellington Properties
TX1027236,2026-02-24,Mortgage,Existing Property,DIFC,Apartment,3.0,710.7,2789.2,1982164.0,
TX1027237,2026-02-24,Mortgage,Off-Plan Property,Dubai Hills Estate,Apartment,4.0,823.6,1870.9,1540941.0,Emaar Properties
TX1027238,2026-02-24,Sale,Off-Plan Property,Dubai Hills Estate,Office,,4123.9,1822.2,7514456.0,Dubai Properties
TX1027239,2026-02-24,Sale,Existing Property,Jumeirah Lake Towers,Apartment,3.0,472.3,1717.9,811337.0,
TX1027240,2026-02-24,Sale,Off-Plan Property,Dubai Sports City,Office,,3972.1,987.4,3922036.0,Dubai Properties
TX1027241,2026-02-24,Sale,Existing Property,Dubai Sports City,Land,,3764.1,1124.9,4234181.0,
TX1027242,2026-02-24,Sale,Existing Property,Al Furjan,Villa,1.0,8401.7,1268.6,10658734.0,
TX1027243,2026-02-24,Mortgage,Existing Property,Downtown Dubai,Villa,1.0,2647.3,2871.5,7601625.0,
TX1027244,2026-02-24,Mortgage,Existing Property,DIFC,Apartment,5.0,1054.5,3652.7,3851579.0,
TX1027245,2026-02-24,Sale,Existing Property,Arabian Ranches,Apartment,2.0,2049.3,1712.2,3508932.0,
TX1027246,2026-02-24,Mortgage,Existing Property,Arabian Ranches,Townhouse,1.0,3114.9,1673.0,5211102.0,
TX1027247,2026-02-24,Sale,Off-Plan Property,Business Bay,Apartment,1.0,1561.9,1558.1,2433596.0,Emaar Properties
TX1027248,2026-02-24,Sale,Off-Plan Property,Dubai Silicon Oasis,Apartment,2.0,641.7,867.4,556573.0,Emaar Properties
TX1027249,2026-02-24,Sale,Off-Plan Property,Jumeirah Lake Towers,Apartment,2.0,1969.0,1796.9,3538120.0,Nakheel
TX1027250,2026-02-24,Sale,Off-Plan Property,Arabian Ranches,Villa,2.0,4135.5,1652.8,6835353.0,Azizi Developments
TX1027251,2026-02-24,Sale,Off-Plan Property,Downtown Dubai,Apartment,3.0,1599.5,2425.8,3880000.0,Sobha Realty
TX1027252,2026-02-24,Mortgage,Off-Plan Property,DIFC,Apartment,2.0,1505.3,3281.0,4938701.0,Meraas
TX1027253,2026-02-24,Mortgage,Off-Plan Property,Al Barsha,Office,,1964.3,1187.4,2332350.0,Emaar Properties
TX1027254,2026-02-24,Mortgage,Off-Plan Property,Dubai Hills Estate,Apartment,3.0,1036.7,1752.8,1817182.0,Emaar Properties
TX1027255,2026-02-24,Mortgage,Existing Property,Jumeirah Village Circle,Apartment,1.0,841.6,1106.7,931365.0,
TX1027256,2026-02-24,Sale,Off-Plan Property,Dubai Silicon Oasis,Apartment,2.0,2135.5,931.9,1990010.0,Damac Properties
TX1027257,2026-02-24,Sale,Existing Property,DIFC,Land,,9036.4,2706.7,24458709.0,
TX1027258,2026-02-24,Sale,Existing Property,Downtown Dubai,Villa,1.0,4198.0,2156.0,9050875.0,
TX1027259,2026-02-25,Sale,Off-Plan Property,Jumeirah Village Circle,Villa,3.0,6864.8,1000.5,6868048.0,Emaar Properties
TX1027260,2026-02-25,Sale,Off-Plan Property,Al Barsha,Apartment,3.0,1340.9,1137.3,1525010.0,Sobha Realty
TX1027261,2026-02-25,Sale,Off-Plan Property,Dubai Sports City,Apartment,1.0,1694.5,1032.4,1749342.0,Azizi Developments
TX1027262,2026-02-25,Mortgage,Off-Plan Property,Palm Jumeirah,Office,,689.5,2653.2,1829420.0,Binghatti Developers
TX1027263,2026-02-25,Sale,Off-Plan Property,Deira,Villa,1.0,4599.9,852.1,3919825.0,Damac Properties
TX1027264,2026-02-25,Sale,Off-Plan Property,Jumeirah Lake Towers,Villa,2.0,2560.1,1637.1,4191246.0,Binghatti Developers
TX1027265,2026-02-25,Mortgage,Off-Plan Property,Al Furjan,Apartment,1.0,591.0,1458.8,862108.0,Emaar Properties
TX1027266,2026-02-25,Sale,Existing Property,Downtown Dubai,Apartment,3.0,1031.7,2411.8,2488343.0,
TX1027267,2026-02-25,Sale,Existing Property,Business Bay,Apartment,1.0,1808.2,1459.3,2638819.0,
TX1027268,2026-02-25,Sale,Existing Property,Al Barsha,Land,,4276.1,1444.1,6174987.0,
TX1027269,2026-02-25,Sale,Existing Property,Dubai Silicon Oasis,Apartment,3.0,1172.7,946.7,1110250.0,
TX1027270,2026-02-25,Sale,Off-Plan Property,Mirdif,Apartment,2.0,1450.8,1105.7,1604250.0,Azizi Developments
TX1027271,2026-02-25,Mortgage,Off-Plan Property,Dubai Marina,Apartment,3.0,538.9,1736.5,935857.0,Binghatti Developers
TX1027272,2026-02-25,Sale,Existing Property,Al Barsha,Apartment,2.0,1202.4,1343.6,1615640.0,
TX1027273,2026-02-25,Sale,Existing Property,Dubai Sports City,Apartment,2.0,835.8,1209.8,1011074.0,
TX1027274,2026-02-25,Sale,Existing Property,Jumeirah Village Circle,Villa,1.0,4301.7,1423.7,6124247.0,
TX1027275,2026-02-25,Sale,Existing Property,Dubai Hills Estate,Apartment,2.0,761.5,1957.6,1490702.0,
TX1027276,2026-02-25,Mortgage,Off-Plan Property,Al Furjan,Apartment,2.0,2144.3,1257.4,2696329.0,Nakheel
TX1027277,2026-02-25,Sale,Off-Plan Property,Deira,Apartment,2.0,1913.0,821.4,1571351.0,Dubai Properties
TX1027278,2026-02-25,Gift,Existing Property,Dubai Silicon Oasis,Apartment,2.0,713.5,940.2,670788.0,
TX1027279,2026-02-25,Sale,Existing Property,Mirdif,Apartment,3.0,2081.8,1103.9,2298050.0,
TX1027280,2026-02-25,Sale,Existing Property,Downtown Dubai,Apartment,2.0,1144.3,2954.1,3380433.0,
TX1027281,2026-02-25,Sale,Existing Property,Deira,Apartment,4.0,612.5,840.8,514986.0,
TX1027282,2026-02-25,Sale,Off-Plan Property,Downtown Dubai,Villa,2.0,5201.1,2583.4,13436849.0,Danube Properties
TX1027283,2026-02-25,Sale,Off-Plan Property,DIFC,Apartment,4.0,1817.6,2490.1,4525878.0,Sobha Realty
TX1027284,2026-02-25,Sale,Off-Plan Property,Business Bay,Apartment,1.0,1811.1,1752.7,3174414.0,Ellington Properties
TX1027285,2026-02-25,Gift,Existing Property,Jumeirah Lake Towers,Townhouse,4.0,3218.7,1660.0,5343041.0,
TX1027286,2026-02-25,Gift,Off-Plan Property,Dubai Hills Estate,Apartment,3.0,2193.9,2280.3,5002703.0,Ellington Properties
TX1027287,2026-02-25,Sale,Existing Property,Jumeirah Village Circle,Villa,4.0,5647.5,1026.2,5795430.0,
TX1027288,2026-02-25,Sale,Existing Property,Palm Jumeirah,Apartment,3.0,552.2,3602.4,1989338.0,
TX1027289,2026-02-25,Sale,Existing Property,Deira,Apartment,2.0,1567.6,939.0,1471959.0,
TX1027290,2026-02-25,Mortgage,Existing Property,Dubai Marina,Apartment,1.0,1020.6,1943.2,1983290.0,
TX1027291,2026-02-25,Sale,Existing Property,Al Barsha,Townhouse,2.0,3512.0,1173.0,4119616.0,
TX1027292,2026-02-25,Sale,Existing Property,Dubai Hills Estate,Apartment,1.0,517.6,2056.0,1064286.0,
TX1027293,2026-02-25,Sale,Existing Property,Deira,Apartment,3.0,1933.2,1002.8,1938708.0,
TX1027294,2026-02-25,Sale,Existing Property,Dubai Marina,Villa,2.0,6289.4,2688.8,16911038.0,
TX1027295,2026-02-25,Sale,Existing Property,Dubai Silicon Oasis,Villa,2.0,5685.9,1087.3,6182181.0,
TX1027296,2026-02-25,Sale,Existing Property,Dubai Silicon Oasis,Office,,2625.0,1054.2,2767218.0,
TX1027297,2026-02-25,Sale,Off-Plan Property,Dubai Sports City,Office,,984.8,1001.2,986020.0,Nakheel
TX1027298,2026-02-25,Sale,Off-Plan Property,DIFC,Apartment,1.0,1344.3,2956.7,3974684.0,Ellington Properties
TX1027299,2026-02-25,Sale,Off-Plan Property,Dubai Silicon Oasis,Land,,8527.5,742.3,6329692.0,Sobha Realty
TX1027300,2026-02-25,Mortgage,Off-Plan Property,Dubai Hills Estate,Office,,2489.6,1726.7,4298746.0,Sobha Realty
TX1027301,2026-02-25,Sale,Existing Property,DIFC,Villa,2.0,5212.7,2819.2,14695847.0,
TX1027302,2026-02-25,Sale,Off-Plan Property,Jumeirah Village Circle,Apartment,1.0,1508.8,1301.6,1963906.0,Azizi Developments
TX1027303,2026-02-25,Sale,Existing Property,Dubai Marina,Townhouse,3.0,2701.4,1776.8,4799833.0,
TX1027304,2026-02-25,Sale,Existing Property,Palm Jumeirah,Townhouse,3.0,3492.7,3528.8,12325225.0,
TX1027305,2026-02-25,Sale,Existing Property,Jumeirah Lake Towers,Villa,1.0,5962.3,1460.0,8704974.0,
TX1027306,2026-02-25,Sale,Existing Property,Dubai Marina,Apartment,3.0,1228.5,1874.6,2302816.0,
TX1027307,2026-02-25,Mortgage,Existing Property,Dubai Silicon Oasis,Apartment,3.0,1498.3,965.4,1446519.0,
TX1027308,2026-02-25,Sale,Existing Property,Jumeirah Village Circle,Villa,4.0,4557.3,952.1,4338967.0,
TX1027309,2026-02-25,Sale,Off-Plan Property,Deira,Apartment,4.0,1203.8,779.9,938780.0,Emaar Properties
TX1027310,2026-02-25,Sale,Existing Property,Dubai Marina,Villa,5.0,6428.8,1598.6,10277418.0,
TX1027311,2026-02-25,Sale,Existing Property,Mirdif,Apartment,2.0,1057.0,1145.1,1210341.0,
TX1027312,2026-02-25,Sale,Existing Property,Al Barsha,Apartment,2.0,964.0,1522.4,1467587.0,
TX1027313,2026-02-25,Sale,Existing Property,Dubai Hills Estate,Apartment,1.0,1408.4,2430.8,3423523.0,
TX1027314,2026-02-25,Mortgage,Existing Property,Mirdif,Villa,2.0,6363.2,1245.3,7924200.0,
TX1027315,2026-02-25,Sale,Off-Plan Property,Al Barsha,Land,,6292.9,1264.5,7957167.0,Emaar Properties
TX1027316,2026-02-25,Sale,Existing Property,Al Furjan,Apartment,3.0,1622.6,1174.1,1905105.0,
TX1027317,2026-02-25,Sale,Off-Plan Property,Downtown Dubai,Apartment,2.0,2174.4,2603.5,5660920.0,Damac Properties
TX1027318,2026-02-25,Sale,Off-Plan Property,Mirdif,Apartment,3.0,1090.0,828.4,903020.0,Sobha Realty
TX1027319,2026-02-25,Mortgage,Existing Property,Dubai Sports City,Villa,2.0,4177.7,1302.9,5442983.0,
TX1027320,2026-02-25,Mortgage,Off-Plan Property,Jumeirah Village Circle,Townhouse,1.0,4422.6,1015.3,4490428.0,Meraas
TX1027321,2026-02-25,Sale,Off-Plan Property,Downtown Dubai,Townhouse,1.0,4258.2,3134.8,13348600.0,Sobha Realty
TX1027322,2026-02-25,Gift,Existing Property,Arabian Ranches,Apartment,3.0,1857.7,1629.3,3026659.0,
TX1027323,2026-02-25,Mortgage,Existing Property,Al Furjan,Apartment,1.0,1567.4,1445.9,2266307.0,
TX1027324,2026-02-25,Sale,Existing Property,Dubai Silicon Oasis,Villa,1.0,2539.0,1003.8,2548775.0,
TX1027325,2026-02-25,Sale,Existing Property,Downtown Dubai,Apartment,1.0,1336.7,1843.1,2463710.0,
TX1027326,2026-02-25,Sale,Off-Plan Property,Dubai Hills Estate,Villa,2.0,7966.9,1895.1,15098351.0,Azizi Developments
TX1027327,2026-02-25,Mortgage,Off-Plan Property,Jumeirah Lake Towers,Villa,1.0,3982.4,1502.4,5983113.0,Azizi Developments
TX1027328,2026-02-25,Gift,Off-Plan Property,Dubai Marina,Villa,0.0,4895.4,1838.5,9000298.0,Ellington Properties
TX1027329,2026-02-25,Sale,Existing Property,Al Furjan,Apartment,2.0,1931.9,1144.5,2210994.0,
TX1027330,2026-02-25,Sale,Off-Plan Property,Al Barsha,Villa,5.0,3709.6,1166.0,4325387.0,Nakheel
TX1027331,2026-02-25,Sale,Existing Property,Al Furjan,Townhouse,1.0,3870.4,1169.7,4527127.0,
TX1027332,2026-02-25,Mortgage,Existing Property,Mirdif,Apartment,2.0,1682.0,1154.8,1942270.0,
TX1027333,2026-02-25,Mortgage,Off-Plan Property,Dubai Sports City,Apartment,1.0,913.7,989.7,904321.0,Emaar Properties
TX1027334,2026-02-25,Sale,Off-Plan Property,Jumeirah Lake Towers,Office,,501.0,1322.9,662766.0,Nakheel
TX1027335,2026-02-25,Mortgage,Off-Plan Property,Jumeirah Lake Towers,Apartment,3.0,1552.2,1464.7,2273451.0,Nakheel
TX1027336,2026-02-25,Sale,Off-Plan Property,Jumeirah Village Circle,Office,,2839.5,1097.6,3116492.0,Meraas
TX1027337,2026-02-25,Mortgage,Off-Plan Property,Dubai Marina,Apartment,3.0,1953.4,2527.0,4936402.0,Dubai Properties
TX1027338,2026-02-25,Gift,Existing Property,Jumeirah Village Circle,Land,,12913.2,1245.0,16076997.0,
TX1027339,2026-02-25,Sale,Off-Plan Property,Business Bay,Land,,12845.0,1389.6,17849022.0,Binghatti Developers
TX1027340,2026-02-26,Sale,Off-Plan Property,Palm Jumeirah,Office,,4460.7,3143.4,14021526.0,Dubai Properties
TX1027341,2026-02-26,Mortgage,Existing Property,Palm Jumeirah,Apartment,3.0,1352.2,3534.7,4779493.0,
TX1027342,2026-02-26,Sale,Existing Property,DIFC,Apartment,1.0,1652.9,3130.7,5174658.0,
TX1027343,2026-02-26,Mortgage,Off-Plan Property,Dubai Hills Estate,Land,,8797.0,1748.6,15382234.0,Binghatti Developers
TX1027344,2026-02-26,Sale,Off-Plan Property,Mirdif,Apartment,5.0,674.2,1082.6,729904.0,Nakheel
TX1027345,2026-02-26,Sale,Off-Plan Property,Business Bay,Apartment,1.0,1241.2,1993.8,2474731.0,Binghatti Developers
TX1027346,2026-02-26,Mortgage,Off-Plan Property,Dubai Sports City,Townhouse,3.0,2026.0,920.4,1864707.0,Meraas
TX1027347,2026-02-26,Sale,Existing Property,Mirdif,Villa,1.0,7400.3,1153.8,8538430.0,
TX1027348,2026-02-26,Mortgage,Existing Property,Arabian Ranches,Apartment,1.0,1140.9,1576.9,1799091.0,
TX1027349,2026-02-26,Sale,Existing Property,DIFC,Villa,2.0,8761.8,3198.0,28019887.0,
TX1027350,2026-02-26,Sale,Existing Property,Jumeirah Village Circle,Office,,3120.2,1189.4,3711321.0,
TX1027351,2026-02-26,Gift,Off-Plan Property,Al Barsha,Apartment,3.0,1191.4,1090.2,1298812.0,Azizi Developments
TX1027352,2026-02-26,Sale,Existing Property,Arabian Ranches,Apartment,2.0,2057.8,1657.9,3411585.0,
TX1027353,2026-02-26,Sale,Existing Property,Dubai Marina,Apartment,4.0,968.2,2218.8,2148184.0,
TX1027354,2026-02-26,Mortgage,Off-Plan Property,Dubai Hills Estate,Apartment,4.0,1314.8,1750.2,2301107.0,Emaar Properties
TX1027355,2026-02-26,Sale,Existing Property,Dubai Sports City,Apartment,1.0,476.6,1038.6,494969.0,
TX1027356,2026-02-26,Mortgage,Off-Plan Property,Al Barsha,Townhouse,2.0,3806.9,988.3,3762253.0,Dubai Properties
TX1027357,2026-02-26,Sale,Off-Plan Property,Dubai Marina,Apartment,2.0,736.6,1281.6,944013.0,Dubai Properties
TX1027358,2026-02-26,Gift,Existing Property,Business Bay,Apartment,1.0,1571.7,1666.5,2619332.0,
TX1027359,2026-02-26,Sale,Existing Property,Downtown Dubai,Villa,1.0,8972.7,2699.5,24221819.0,
TX1027360,2026-02-26,Sale,Existing Property,Jumeirah Village Circle,Townhouse,2.0,3628.3,1069.1,3878862.0,
TX1027361,2026-02-26,Sale,Existing Property,Al Barsha,Townhouse,1.0,4331.0,1290.7,5590134.0,
TX1027362,2026-02-26,Sale,Existing Property,Deira,Office,,4377.4,1031.4,4514973.0,
TX1027363,2026-02-26,Sale,Off-Plan Property,Arabian Ranches,Apartment,5.0,1484.6,1434.0,2128955.0,Sobha Realty
TX1027364,2026-02-26,Sale,Off-Plan Property,Mirdif,Apartment,1.0,1214.9,1095.7,1331209.0,Nakheel
TX1027365,2026-02-26,Sale,Off-Plan Property,Al Barsha,Apartment,2.0,1968.8,1270.2,2500702.0,Binghatti Developers
TX1027366,2026-02-26,Sale,Off-Plan Property,Jumeirah Lake Towers,Townhouse,2.0,3522.2,1473.3,5189300.0,Damac Properties
TX1027367,2026-02-26,Sale,Existing Property,Al Barsha,Apartment,2.0,1659.3,1095.8,1818142.0,
TX1027368,2026-02-26,Mortgage,Off-Plan Property,Al Barsha,Townhouse,2.0,2549.4,1004.9,2561883.0,Binghatti Developers
TX1027369,2026-02-26,Sale,Off-Plan Property,Dubai Silicon Oasis,Apartment,2.0,1369.5,926.0,1268239.0,Binghatti Developers
TX1027370,2026-02-26,Sale,Existing Property,Dubai Hills Estate,Office,,4030.1,1673.9,6746123.0,
TX1027371,2026-02-26,Mortgage,Off-Plan Property,Al Furjan,Apartment,4.0,1454.5,1313.0,1909727.0,Emaar Properties
TX1027372,2026-02-26,Mortgage,Existing Property,Jumeirah Village Circle,Townhouse,2.0,2558.7,1165.8,2982951.0,
TX1027373,2026-02-26,Sale,Existing Property,Dubai Hills Estate,Villa,1.0,7412.0,1959.4,14523394.0,
TX1027374,2026-02-26,Sale,Existing Property,Dubai Silicon Oasis,Land,,4009.3,1114.4,4468022.0,
TX1027375,2026-02-26,Sale,Existing Property,Dubai Silicon Oasis,Apartment,2.0,1511.5,1005.6,1519975.0,
TX1027376,2026-02-26,Sale,Existing Property,Dubai Hills Estate,Apartment,2.0,1065.9,1804.5,1923357.0,
TX1027377,2026-02-26,Sale,Existing Property,Deira,Apartment,4.0,750.7,860.9,646338.0,
TX1027378,2026-02-26,Sale,Existing Property,Deira,Apartment,4.0,1255.6,908.9,1141267.0,
TX1027379,2026-02-26,Sale,Existing Property,Arabian Ranches,Apartment,1.0,1165.4,1606.6,1872425.0,
TX1027380,2026-02-26,Mortgage,Existing Property,Arabian Ranches,Townhouse,1.0,2408.4,1617.9,3896555.0,
TX1027381,2026-02-26,Mortgage,Existing Property,Dubai Marina,Apartment,5.0,1307.8,1847.4,2416016.0,
TX1027382,2026-02-26,Sale,Off-Plan Property,DIFC,Land,,10548.0,2184.6,23043131.0,Azizi Developments
TX1027383,2026-02-26,Sale,Existing Property,Dubai Sports City,Townhouse,5.0,2478.6,1003.5,2487340.0,
TX1027384,2026-02-26,Sale,Off-Plan Property,Deira,Apartment,3.0,1327.7,867.3,1151533.0,Sobha Realty
TX1027385,2026-02-26,Sale,Existing Property,DIFC,Apartment,2.0,1249.6,3667.0,4582250.0,
TX1027386,2026-02-26,Sale,Existing Property,DIFC,Apartment,1.0,553.8,3629.1,2009781.0,
TX1027387,2026-02-26,Sale,Off-Plan Property,Dubai Hills Estate,Apartment,4.0,804.7,1411.7,1136032.0,Ellington Properties
TX1027388,2026-02-26,Sale,Existing Property,DIFC,Villa,2.0,5562.9,3054.9,16994250.0,
TX1027389,2026-02-26,Sale,Existing Property,Palm Jumeirah,Townhouse,1.0,1967.3,2881.8,5669358.0,
TX1027390,2026-02-26,Mortgage,Existing Property,Al Barsha,Apartment,1.0,728.3,1375.8,1002017.0,
TX1027391,2026-02-26,Sale,Existing Property,Palm Jumeirah,Apartment,3.0,1975.3,4781.9,9445573.0,
TX1027392,2026-02-26,Sale,Off-Plan Property,Dubai Marina,Apartment,2.0,1084.8,1855.5,2012809.0,Azizi Developments
TX1027393,2026-02-26,Mortgage,Off-Plan Property,Dubai Marina,Apartment,2.0,518.4,2697.8,1398547.0,Damac Properties
TX1027394,2026-02-26,Sale,Existing Property,Jumeirah Lake Towers,Apartment,2.0,1934.5,1615.6,3125491.0,
TX1027395,2026-02-26,Mortgage,Off-Plan Property,Al Furjan,Land,,7644.9,1047.4,8006897.0,Sobha Realty
TX1027396,2026-02-26,Gift,Existing Property,Deira,Apartment,3.0,1843.3,951.4,1753612.0,
TX1027397,2026-02-26,Sale,Off-Plan Property,Dubai Silicon Oasis,Office,,4081.2,1182.6,4826490.0,Emaar Properties
TX1027398,2026-02-26,Sale,Existing Property,Palm Jumeirah,Apartment,0.0,1185.7,3876.4,4596235.0,
TX1027399,2026-02-26,Sale,Off-Plan Property,Al Barsha,Apartment,2.0,1217.4,1330.4,1619578.0,Damac Properties
TX1027400,2026-02-26,Sale,Off-Plan Property,Al Barsha,Townhouse,0.0,1984.6,1322.8,2625184.0,Emaar Properties
TX1027401,2026-02-26,Sale,Off-Plan Property,Dubai Sports City,Apartment,2.0,721.3,1158.4,835577.0,Danube Properties
TX1027402,2026-02-26,Gift,Off-Plan Property,Palm Jumeirah,Apartment,5.0,491.5,3890.3,1912073.0,Dubai Properties
TX1027403,2026-02-26,Sale,Existing Property,Dubai Sports City,Villa,2.0,3697.6,1271.0,4699656.0,
TX1027404,2026-02-26,Sale,Off-Plan Property,Jumeirah Village Circle,Apartment,2.0,1248.5,1158.8,1446780.0,Ellington Properties
TX1027405,2026-02-26,Sale,Off-Plan Property,Dubai Silicon Oasis,Office,,3465.0,1013.1,3510359.0,Danube Properties
TX1027406,2026-02-26,Sale,Existing Property,Al Barsha,Office,,3549.7,1248.9,4433388.0,
TX1027407,2026-02-26,Sale,Off-Plan Property,Mirdif,Apartment,0.0,1772.9,911.0,1615099.0,Sobha Realty
TX1027408,2026-02-26,Sale,Off-Plan Property,Downtown Dubai,Apartment,2.0,1326.5,2283.2,3028616.0,Binghatti Developers
TX1027409,2026-02-26,Mortgage,Existing Property,Al Barsha,Apartment,5.0,511.9,1323.4,677481.0,
TX1027410,2026-02-26,Sale,Off-Plan Property,Dubai Sports City,Land,,5869.5,1056.8,6202770.0,Binghatti Developers
TX1027411,2026-02-26,Sale,Existing Property,Jumeirah Lake Towers,Land,,4643.3,1858.4,8629284.0,
TX1027412,2026-02-26,Sale,Off-Plan Property,Al Furjan,Office,,846.7,1193.2,1010267.0,Nakheel
TX1027413,2026-02-26,Mortgage,Off-Plan Property,Al Furjan,Apartment,3.0,1777.7,931.9,1656641.0,Nakheel
TX1027414,2026-02-26,Gift,Existing Property,Downtown Dubai,Apartment,4.0,1815.0,2697.3,4895520.0,
TX1027415,2026-02-26,Sale,Off-Plan Property,Dubai Hills Estate,Apartment,2.0,1941.6,1563.7,3036083.0,Sobha Realty
TX1027416,2026-02-27,Sale,Off-Plan Property,Dubai Silicon Oasis,Villa,3.0,8395.9,1018.4,8549968.0,Danube Properties
TX1027417,2026-02-27,Sale,Off-Plan Property,Dubai Hills Estate,Townhouse,2.0,2366.7,1993.3,4717473.0,Danube Properties
TX1027418,2026-02-27,Sale,Off-Plan Property,Business Bay,Apartment,2.0,1506.2,1623.4,2445233.0,Sobha Realty
TX1027419,2026-02-27,Mortgage,Off-Plan Property,Al Barsha,Townhouse,2.0,3534.4,1325.1,4683576.0,Meraas
TX1027420,2026-02-27,Sale,Existing Property,Dubai Sports City,Villa,4.0,8495.8,985.0,8368755.0,
TX1027421,2026-02-27,Sale,Existing Property,Dubai Silicon Oasis,Apartment,1.0,461.2,893.2,411989.0,
TX1027422,2026-02-27,Sale,Existing Property,Deira,Apartment,1.0,1763.0,1092.7,1926526.0,
TX1027423,2026-02-27,Sale,Existing Property,Dubai Silicon Oasis,Apartment,3.0,912.6,866.8,791054.0,
TX1027424,2026-02-27,Mortgage,Off-Plan Property,Dubai Silicon Oasis,Apartment,3.0,1114.1,897.1,999483.0,Nakheel
TX1027425,2026-02-27,Sale,Off-Plan Property,DIFC,Apartment,3.0,1984.1,2378.2,4718589.0,Nakheel
TX1027426,2026-02-27,Mortgage,Existing Property,Jumeirah Village Circle,Apartment,1.0,1130.3,1147.1,1296644.0,
TX1027427,2026-02-27,Sale,Existing Property,Palm Jumeirah,Apartment,1.0,1565.9,4393.7,6879845.0,
TX1027428,2026-02-27,Sale,Existing Property,Dubai Silicon Oasis,Apartment,2.0,483.0,857.3,414059.0,
TX1027429,2026-02-27,Sale,Off-Plan Property,Dubai Marina,Land,,13692.9,2233.6,30585066.0,Binghatti Developers
TX1027430,2026-02-27,Sale,Off-Plan Property,Al Barsha,Villa,2.0,7520.9,1297.8,9760587.0,Azizi Developments
TX1027431,2026-02-27,Sale,Off-Plan Property,Al Barsha,Apartment,2.0,2054.1,1037.9,2132029.0,Azizi Developments
TX1027432,2026-02-27,Sale,Off-Plan Property,Palm Jumeirah,Apartment,2.0,1139.5,3453.0,3934538.0,Binghatti Developers
TX1027433,2026-02-27,Mortgage,Off-Plan Property,Dubai Hills Estate,Villa,3.0,6231.5,1757.1,10949513.0,Danube Properties
TX1027434,2026-02-27,Sale,Existing Property,Dubai Sports City,Apartment,2.0,1988.9,1222.6,2431638.0,
TX1027435,2026-02-27,Sale,Existing Property,Dubai Silicon Oasis,Townhouse,4.0,2205.5,1059.7,2337195.0,
TX1027436,2026-02-27,Sale,Off-Plan Property,Al Furjan,Apartment,3.0,496.6,1083.2,537914.0,Emaar Properties
TX1027437,2026-02-27,Sale,Off-Plan Property,Deira,Apartment,2.0,952.9,860.1,819640.0,Nakheel
TX1027438,2026-02-27,Sale,Existing Property,Mirdif,Apartment,3.0,473.0,954.6,451474.0,
TX1027439,2026-02-27,Sale,Existing Property,Palm Jumeirah,Land,,14797.3,3150.2,46614622.0,
TX1027440,2026-02-27,Mortgage,Existing Property,Dubai Marina,Villa,3.0,3586.9,2469.2,8856554.0,
TX1027441,2026-02-27,Sale,Off-Plan Property,Mirdif,Apartment,2.0,975.7,1016.7,992000.0,Nakheel
TX1027442,2026-02-27,Sale,Existing Property,Jumeirah Village Circle,Office,,1828.3,1160.2,2121204.0,
